Symbol,Company Name,Sector,Industry
SHCC,SHI Corp,,
PIXY,ShiftPixy Inc,Industrials,Professional Services
SHEKF,SHIKOKU ELECTRIC POWER CO INC SHS,,
SHLO,"Shiloh Industries, Inc.",Consumer Discretionary,Auto Components
SHMUF,SHIMIZU CORP ORD,,
TYHT,Shineco Inc,Consumer Staples,Personal Products
SHG,"Shinhan Financial Group Co., Ltd. (ADR)",Financials,Banks
SKLKF,SHINSEI BANK LTD TOKYO SHS,,
SGIOF,SHIONOGI & CO ORD,,
SHPNF,SHOAL PT ENERGY LTD NEW COM NEW,Energy,"Oil, Gas & Consumable Fuels"
SWAV,Shockwave Medical Inc,Health Care,Health Care Equipment & Supplies
SCVL,"Shoe Carnival, Inc.",Consumer Discretionary,Specialty Retail
SHOP,Shopify Inc (US),Information Technology,IT Services
SCPAF,SHOPPINGCENTRES AUSTRA PPTY GP STAPLED SEC,,
SHBI,"Shore Bancshares, Inc.",Financials,Banks
SSTI,Shotspotter Inc,Information Technology,Software
SHWDF,SHOWA DENKO KK ORD,,
SOLLF,SHUI ON LAND LIMITED SHS,,
SHTGF,SHUN TAK HLDGS LTD ORD,,
SSTK,Shutterstock Inc,Consumer Discretionary,Internet & Direct Marketing Retail
SEGSF,SIA ENGR CO LTD ORD,,
SNNC,Sibannac Inc,,
SBSW,Sibanye Stillwater Ltd (ADR),Materials,Metals & Mining
SIBE,Sibling Group Holdings Inc,,
SIBN,SI-Bone Inc,Health Care,Health Care Equipment & Supplies
SIEB,Siebert Financial Corp.,Financials,Capital Markets
SEMUF,"Siem Industries, Inc.",Financials,Diversified Financial Services
SIEGY,Siemens AG (ADR),Industrials,Industrial Conglomerates
SNNAQ,Sienna Biopharmaceuticals Inc,Health Care,Pharmaceuticals
LWSCF,SIENNA SENIOR LIVING INC,Health Care,Health Care Providers & Services
SIEN,Sientra Inc,Health Care,Health Care Equipment & Supplies
BSRR,Sierra Bancorp,Financials,Banks
SRRA,Sierra Oncology Inc,Health Care,Biotechnology
SWIR,"Sierra Wireless, Inc. (USA)",Information Technology,Communications Equipment
SIF,SIFCO Industries Inc,Industrials,Aerospace & Defense
SIFY,Sify Technologies Limited (ADR),Communication Services,Diversified Telecommunication Services
SIGA,"SIGA Technologies, Inc.",Health Care,Pharmaceuticals
SIGM,Sigma Designs Inc,Information Technology,Semiconductors & Semiconductor Equipment
SGLB,Sigma Labs Inc,Industrials,Aerospace & Defense
SGRB,Sigmabroadband Co,Communication Services,Diversified Telecommunication Services
SIGP,SigmaRenoPro Inc,,
SMGE,Sigmata Electronics Inc,,
SGMA,SigmaTron International,Information Technology,"Electronic Equipment, Instruments & Components"
SIGL,Signal Advance Inc,,
BBAVF,SIGNATURE AVIATION PLC SHS,,
SBNY,Signature Bank,Financials,Banks
SDVI,Signature Devices Inc.,,
SEYE,Signature Eyewear Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
SGLS,"Signature Leisure, Inc.",Industrials,Professional Services
SIGN,Signet International Holdings Inc,,
SIG,Signet Jewelers Ltd.,Consumer Discretionary,Specialty Retail
SHPHF,SIHUAN PHARMACEUTICAL HLDNS GR SHS,,
AWAEF,SIIC ENVIRONMENT HLDGS LTD SIIC ENVIRONMENT,,
SKFOF,SIKA AG AKT,,
SILXY,Silex Systems Ltd (ADR),,
SLGN,Silgan Holdings Inc.,Materials,Containers & Packaging
SILC,Silicom Ltd.,Information Technology,Communications Equipment
SLAB,Silicon Laboratories,Information Technology,Semiconductors & Semiconductor Equipment
SIMO,Silicon Motion Technology Corp. (ADR),Information Technology,Semiconductors & Semiconductor Equipment
SILK,Silk Road Medical Inc,Health Care,Health Care Equipment & Supplies
SLGX,Sillenger Exploration Corp,Materials,Metals & Mining
SLVH,Silver Hill Mines Inc,,
SLRRF,SILVER RANGE RESOURCES LTD,Materials,Metals & Mining
SSPK,Silver Spike Acquisition Corp,,
SBOW,SilverBow Resources Inc,Energy,"Oil, Gas & Consumable Fuels"
SAMG,Silvercrest Asset Management Group Inc,Financials,Capital Markets
SI,Silvergate Capital Corp,Financials,Banks
SSNT,SilverSun Technologies Inc,Information Technology,Software
SLTN,Silverton Energy Inc,,
SIMC,Simclar Inc,Information Technology,"Electronic Equipment, Instruments & Components"
SICRF,SIMCORP A S ALMINDELIG AKTIE,,
SIML,Simlatus Corp,Information Technology,Communications Equipment
SFNC,Simmons First National Corporation,Financials,Banks
SPG,Simon Property Group Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
SMPL,Simply Good Foods Co,Consumer Staples,Food Products
SSD,"Simpson Manufacturing Co, Inc.",Industrials,Building Products
SMSMY,Sims Ltd (ADR),Materials,Metals & Mining
SMUPF,SIMS METAL MGMT LTD SHS,,
SMRL,"Simtrol, Inc.",Information Technology,Software
SMEV,Simulated Environment Concepts Inc,,
SLP,"Simulations Plus, Inc.",Health Care,Health Care Technology
SINA,SINA Corp,Communication Services,Interactive Media & Services
SINC,Sincerity Applied Materials Hldngs Corp,Materials,Chemicals
SBGI,Sinclair Broadcast Group Inc,Communication Services,Media
SNGSF,SINGAMAS CONTAINER HLDNGS LTD SHS,,
SMDM,Singing Machine Company Inc,Consumer Discretionary,Household Durables
SING,Singlepoint Inc,,
SIAF,Sino Agro Food Inc,Consumer Staples,Food Products
OILY,Sino American Oil Co,,
SNAS,Sino Assurance Inc,Financials,Diversified Financial Services
SFBE,Sino Bioenergy Corp,Industrials,Commercial Services & Supplies
SNOIF,SINO I TECHNOLOGY LTD SHS,,
SINO,"Sino-Global Shipping America, Ltd.",Industrials,Transportation Infrastructure
SHI,Sinopec Shanghai Petrochemical Co. (ADR),Materials,Chemicals
SPTJF,SINOPEC SHANGHAI PETROCHEMICAL ORD CL H,,
SNNN,Sinorama Corporation,,
SVA,Sinovac Biotech Ltd.,Health Care,Biotechnology
SINT,SINTX Technologies Inc,Health Care,Health Care Equipment & Supplies
SINX,Sionix Corp,Utilities,Water Utilities
SISAF,SIPEF SA ANVERS SHS,,
SIPN,SIPP International Industries Inc,Materials,Chemicals
SPUP,Sipup Corp,,
SIRZF,SIR ROYALTY INCOME FUND,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SIREF,SIRIOS RESOURCES INC,Materials,Metals & Mining
SG,Sirius International Insurance Group Ltd,Financials,Insurance
SIRI,Sirius XM Holdings Inc,Communication Services,Media
JSFCF,SISTEMA PJSFC,Communication Services,Wireless Telecommunication Services
SITC,Site Centers Corp,Real Estate,Equity Real Estate Investment Trusts (REITs)
SITE,SiteOne Landscape Supply Inc,Industrials,Trading Companies & Distributors
SITM,SiTime Corp,Information Technology,Semiconductors & Semiconductor Equipment
SITO,Sito Mobile Ltd,Information Technology,Software
SIX,Six Flags Entertainment Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure"
BWNAF,SIX SIGMA METALS LTD ORD,,
SJW,SJW Group,Utilities,Water Utilities
SKM,SK Telecom Co Ltd (ADR),Communication Services,Wireless Telecommunication Services
SKTO,SK3 Group Inc,Health Care,Health Care Providers & Services
SKAJ,Skajaquoda Group inc,Financials,Capital Markets
SKX,Skechers USA Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
SKREF,SKEENA RES LTD NEW COM,Materials,Metals & Mining
SKUFF,SKF AB SHS B,,
SKVI,Skinvisible Inc,Consumer Staples,Personal Products
SKKY,Skkynet Cloud Systems Inc,Information Technology,Software
SKSK,Skookum Safety Solutions Corp,,
BENGF,SKY AND SPACE GLOBAL LTD SHS,,
SKYI,Sky Century Investment Inc,,
SKPI,Sky Petroleum Inc,Energy,"Oil, Gas & Consumable Fuels"
SKYL,Sky Resort International Ltd,,
SKYS,Sky Solar Holdings Ltd (ADR),Utilities,Independent Power & Renewable Electricity Producers
SKLV,Skye Life Ventures Ltd,Health Care,Pharmaceuticals
SKY,Skyline Champion Corp,Consumer Discretionary,Household Durables
SKPN,SkyShop Logistics Inc,,
SKYW,"SkyWest, Inc.",Industrials,Airlines
SWKS,Skyworks Solutions Inc,Information Technology,Semiconductors & Semiconductor Equipment
SLG,SL Green Realty Corp,Real Estate,Equity Real Estate Investment Trusts (REITs)
WORK,Slack Technologies Inc,Information Technology,Software
SLMXF,SLAM EXPLORATION LTD,Materials,Metals & Mining
SNBR,Sleep Number Corp,Consumer Discretionary,Specialty Retail
SLBG,Slinger Bag Inc,,
SLM,SLM Corp,Financials,Consumer Finance
SM,SM Energy Co,Energy,"Oil, Gas & Consumable Fuels"
SMKG,Smart Card Marketing Systems Inc,,
SGH,Smart Global Holdings Inc,Information Technology,Semiconductors & Semiconductor Equipment
SMVE,"Smart Move, Inc.",Industrials,Road & Rail
SND,Smart Sand Inc,Energy,Energy Equipment & Services
SMVR,Smart Ventures Inc,,
SMRN,Smartag International Inc,,
SMBK,SmartFinancial Inc,Financials,Banks
SMME,Smartmetric Inc,Information Technology,Software
SMAR,Smartsheet Inc,Information Technology,Software
SMECF,SMC Corp (OR),,
SMCE,SMC Entertainment Inc,Communication Services,Entertainment
SMGI,SMG Industries Inc,Energy,Energy Equipment & Services
SDC,SmileDirectClub Inc,Health Care,Health Care Equipment & Supplies
SNN,Smith & Nephew plc (ADR),Health Care,Health Care Equipment & Supplies
SMSI,"Smith Micro Software, Inc.",Information Technology,Software
SMID,Smith-Midland Corporation,Materials,Construction Materials
SMTX,SMTC Corporation (USA),Information Technology,"Electronic Equipment, Instruments & Components"
SNMRF,SNAM S.P.A. SHS,,
SNAP,Snap Inc,Communication Services,Interactive Media & Services
SNA,Snap-on Incorporated,Industrials,Machinery
SNCAF,SNC-LAVALIN GROUP INC,Industrials,Construction & Engineering
SNMN,SNM Global Holdings,Financials,Capital Markets
SGOO,Snoogoo Corp,,
SHONF,SOCAM DEVELOPMENT LTD SHS,,
SPLY,Socialplay USA Inc,,
SQM,Sociedad Quimica y Minera de Chile (ADR),Materials,Chemicals
SCGLY,Societe Generale SA (ADR),Financials,Banks
SCGLF,SOCIETE GENERALE SHS,,
SCKT,"Socket Mobile, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals"
SDXOF,SODEXO ORD,,
SDXAY,Sodexo SA (ADR),Consumer Discretionary,"Hotels, Restaurants & Leisure"
SFTBF,SoftBank Group Corp,,
SOFT,"SofTech, Inc.",Information Technology,Software
SAQN,Software Acquisition Group Inc,,
SOGO,Sogou Inc,Communication Services,Interactive Media & Services
SHMN,SOHM Inc,,
SOHU,Sohu.com Ltd - ADR,Communication Services,Interactive Media & Services
SLOIF,SOITEC SA SHS,,
SLGL,Sol Gel Technologies Ltd,Health Care,Pharmaceuticals
SLNX,Solanbridge Group Inc,,
SLRC,Solar Capital Ltd.,Financials,Capital Markets
SNRY,Solar Energy Initiatives Inc,Industrials,Electrical Equipment
SOEN,Solar EnerTech Corp.,Information Technology,Semiconductors & Semiconductor Equipment
SIRC,Solar Integrated Roofing Corp,Industrials,Electrical Equipment
SOPV,Solar Park Initiatives Inc,Utilities,Independent Power & Renewable Electricity Producers
SUNS,Solar Senior Capital Ltd,Financials,Capital Markets
SLTZ,Solar Thin Films Inc,Information Technology,Semiconductors & Semiconductor Equipment
SEDG,Solaredge Technologies Inc,Information Technology,Semiconductors & Semiconductor Equipment
SOI,Solaris Oilfield Infrastructure Inc,Energy,Energy Equipment & Services
SMXT,SolarMax Technology Inc,,
SWI,SolarWinds Corp,Information Technology,Software
SLNO,Soleno Therapeutics Inc,Health Care,Biotechnology
SLRK,Solera National Bancorp Inc,Financials,Banks
SLDB,Solid Biosciences Inc,Health Care,Biotechnology
SGTN,"Soligen Technologies, Inc",,
SNGX,Soligenix Inc,Health Care,Biotechnology
XPL,Solitario Zinc Corp (USA),Materials,Metals & Mining
SODI,"Solitron Devices, Inc.",Information Technology,Semiconductors & Semiconductor Equipment
SOLS,Sollensys Corp,Information Technology,"Electronic Equipment, Instruments & Components"
BNRPF,SOLON EIENDOM ASA SHS NEW,,
SOLQ,Soltrest Inc,,
SLUP,SOLUCORP Industries Ltd.,Industrials,Commercial Services & Supplies
NHOLF,SOMPO HOLDINGS INC SHS,,
SNMBQ,Sona Mobile Holdings Corp.,,
SOSSF,SONAE SGPS SA REG SHS,,
SAH,Sonic Automotive Inc,Consumer Discretionary,Specialty Retail
SOFO,Sonic Foundry Inc,Information Technology,Software
SIMA,"Sonics & Materials, Inc.",,
SONM,Sonim Technologies Inc,Information Technology,"Technology Hardware, Storage & Peripherals"
SONN,Sonnet Biotherapeutics Holdings Inc,,
SON,Sonoco Products Co,Materials,Containers & Packaging
SNOA,Sonoma Pharmaceuticals Inc,Health Care,Pharmaceuticals
SOCJF,SONORA GOLD & SILVER CORP COM,,
SNVFF,Sonoro Energy Ltd (USA),Energy,"Oil, Gas & Consumable Fuels"
SONO,Sonos Inc,Consumer Discretionary,Household Durables
SOTK,Sono-Tek Corporation,Information Technology,"Electronic Equipment, Instruments & Components"
SNE,Sony Corp (ADR),Consumer Discretionary,Household Durables
SPHS,Sophiris Bio Inc,Health Care,Biotechnology
SORL,"Sorl Auto Parts, Inc.",Consumer Discretionary,Auto Components
SRNE,Sorrento Therapeutics Inc,Health Care,Biotechnology
SOLTF,SOSEI CO LTD TOKYO SHS,,
SOHO,Sotherly Hotels Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
SOUL,Soul and Vibe Interactive Inc,Communication Services,Entertainment
SFBC,Sound Financial Bancorp Inc,Financials,Banks
SDWHF,SOUNDWILL HOLDINGS LTD SHS,,
SOUPQ,Soupman Inc,Consumer Staples,Food Products
SOR,"Source Capital, Inc.",,
SBES,South Beach Spirits Inc,,
SJI,South Jersey Industries Inc,Utilities,Gas Utilities
SMMC,South Mountain Merger Corp,,
SPFI,South Plains Financial Inc,Financials,Banks
SPNZF,SOUTH PORT NEW ZEALAND LTD SHS,,
SSB,South State Corp,Financials,Banks
SCSG,SouthCrest Financial Group Inc,Financials,Banks
SEBC,Southeastern Banking Corp,Financials,Banks
SCE-B,Southern California Edison Co,Utilities,Electric Utilities
SO,Southern Co,Utilities,Electric Utilities
SCBS,Southern Community Bancshares Inc,,
RIBS,Southern Concepts Restaurant Group Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SCCO,Southern Copper Corp,Materials,Metals & Mining
SFST,"Southern First Bancshares, Inc.",Financials,Banks
SOMC,Southern Michigan Bancorp,Financials,Banks
SMBC,"Southern Missouri Bancorp, Inc.",Financials,Thrifts & Mortgage Finance
SONA,"Southern National Banc. of Virginia, Inc",Financials,Banks
SOST,Southern States Sign Co,,
SOHL,Southern Trust Securities Holding Corp,,
SGQRF,SOUTHGOBI RESOURCES LTD,Energy,"Oil, Gas & Consumable Fuels"
SOPK,Southpeak Interactive Corp,Communication Services,Entertainment
SBSI,"Southside Bancshares, Inc.",Financials,Banks
FDGMF,SOUTHSTONE MINERALS LTD,Energy,"Oil, Gas & Consumable Fuels"
LUV,Southwest Airlines Co,Industrials,Airlines
SWX,Southwest Gas Holdings Inc,Utilities,Gas Utilities
SWN,Southwestern Energy Company,Energy,"Oil, Gas & Consumable Fuels"
SLCO,Sovereign Lithium Inc,Materials,Metals & Mining
SOYO,"Soyo Group, Inc.",Information Technology,"Electronic Equipment, Instruments & Components"
SY,So-Young International Inc - ADR,Communication Services,Interactive Media & Services
SP,SP Plus Corp,Industrials,Commercial Services & Supplies
SBSAA,Spanish Broadcasting System Inc,Communication Services,Media
SGRP,SPAR Group Inc,Communication Services,Media
SPKE,Spark Energy Inc,Utilities,Electric Utilities
LOV,Spark Networks SE (ADR),Communication Services,Interactive Media & Services
SPKKY,Spark New Zealand Ltd (ADR),Communication Services,Diversified Telecommunication Services
SPAR,Spartan Motors Inc,Industrials,Machinery
SPTN,SpartanNash Co,Consumer Staples,Food & Staples Retailing
SPNRF,SPARTON RESOURCES INC,Energy,"Oil, Gas & Consumable Fuels"
SPE-B,Special Opportunities Fund Inc,,
SPE,Special Opportunities Fund Inc.,,
SPKTF,SPECTRA PRODUCTS INC,Consumer Discretionary,Auto Components
SPVNF,SPECTRA7 MICROSYSTEMS INC,Information Technology,Semiconductors & Semiconductor Equipment
FCCN,Spectral Capital Corp,Information Technology,IT Services
EDTXF,Spectral Medical Inc,Health Care,Biotechnology
SCIE,SpectraScience Inc,Health Care,Health Care Equipment & Supplies
SEPJF,SPECTRIS PLC SHS,,
SPB,Spectrum Brands Holdings Inc,Consumer Staples,Household Products
SGSID,Spectrum Global Solutions Inc,Industrials,Professional Services
SPGZ,Spectrum Group International Inc,Consumer Discretionary,Diversified Consumer Services
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Biotechnology
SPXA,SpectrumDNA Inc,,
SPDC,Speed Commerce Inc,Information Technology,"Electronic Equipment, Instruments & Components"
SPMI,Speedemissions Inc,Consumer Discretionary,Specialty Retail
SPDE,Speedus Corp.,Health Care,Health Care Equipment & Supplies
SPRO,Spero Therapeutics Inc,Health Care,Biotechnology
ANY,Sphere 3D Corp,Information Technology,Software
SPI,Spi Energy Co Ltd,Information Technology,Semiconductors & Semiconductor Equipment
SPDL,Spindle Inc,Information Technology,IT Services
SPND,Spindletop Oil & Gas Co,Energy,"Oil, Gas & Consumable Fuels"
SPIN,Spine Injury Solutions Inc,Health Care,Health Care Providers & Services
SPIR,Spire Corporation,Information Technology,Semiconductors & Semiconductor Equipment
SR,Spire Inc,Utilities,Gas Utilities
SPMYY,Spirent Communications Plc (ADR),Information Technology,Communications Equipment
SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense
SAVE,Spirit Airlines Incorporated,Industrials,Airlines
SPXP,"Spirit Exploration, Inc.",Materials,Metals & Mining
STXB,Spirit of Texas Bancshares Inc,Financials,Banks
SRC,Spirit Realty Capital Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
SPLK,Splunk Inc,Information Technology,Software
SPOM,SPO Global Inc,,
SPOI,SPO Networks Inc,Consumer Discretionary,Auto Components
SPOK,Spok Holdings Inc,Communication Services,Wireless Telecommunication Services
SFHI,Sports Field Holdings Inc,,
BTHR,Sports Venues of Florida Inc,,
SPWH,Sportsman's Warehouse Holdings Inc,Consumer Discretionary,Specialty Retail
SPQS,"SportsQuest, Inc.",Communication Services,Entertainment
SCFFF,SPOT COFFEE LTD CDA,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SPOT,Spotify Technology SA,Communication Services,Entertainment
SLCH,spotlight Capital Holdings,Industrials,Transportation Infrastructure
SRLP,Sprague Resources LP,Energy,"Oil, Gas & Consumable Fuels"
SBPH,Spring Bank Pharmaceuticals Inc,Health Care,Biotechnology
CYIG,Spring Pharmaceutical Group Inc,Consumer Staples,Personal Products
SWTX,SpringWorks Therapeutics Inc,Health Care,Biotechnology
SPRZ,Spriza Inc,,
FUND,Sprott Focus Trust Inc,,
CEF,Sprott Physical Gold and Silver Trust,,
PHYS,Sprott Physical Gold Trust,,
SPT,Sprout Social Inc,Information Technology,Software
SFM,Sprouts Farmers Market Inc,Consumer Staples,Food & Staples Retailing
SPSC,"SPS Commerce, Inc.",Information Technology,Software
SPNI,"Sputnik Enterprises, Inc",,
SPXC,SPX Corp,Industrials,Machinery
FLOW,SPX Flow Inc,Industrials,Machinery
SPYR,SPYR Inc,Communication Services,Entertainment
CTOP,SQ Hydrogen Power Inc,Consumer Discretionary,Internet & Direct Marketing Retail
SQIDF,SQI DIAGNOSTICS INC,Health Care,Health Care Equipment & Supplies
SQCC,Square Chain Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SQ,Square Inc,Information Technology,IT Services
SRAX,SRAX Inc,Communication Services,Media
SSNC,"SS&C Technologies Holdings, Inc.",Information Technology,Software
SSRM,SSR Mining Inc,Materials,Metals & Mining
RTLGF,ST AUGUSTINE GOLD & COPPER,Materials,Metals & Mining
JOE,St. Joe Co,Real Estate,Real Estate Management & Development
STAA,STAAR Surgical Company,Health Care,Health Care Equipment & Supplies
SLNG,Stabilis Energy Inc,Energy,"Oil, Gas & Consumable Fuels"
STAF,Staffing 360 Solutions Inc,Industrials,Professional Services
STAG,Stag Industrial Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
SAGKF,STAGECOACH GROUP PLC SHS,,
GNWSF,STAGEZERO LIFE SCIENCES LTD,Health Care,Biotechnology
SKHRF,STAKEHOLDER GOLD CORP,Materials,Metals & Mining
SIDGQ,"Stamford Industrial Group, Inc.",Materials,Metals & Mining
STMP,Stamps.com Inc.,Consumer Discretionary,Internet & Direct Marketing Retail
HULK,Stan Lee Media Inc,,
STND,Standard AVB Financial Corp,Financials,Thrifts & Mortgage Finance
SBGOF,STANDARD BANK GROUP LTD SHS,,
